USAF,STATION NAME,CTRY,STATE,LAT,LON
725347,CHICAGO/WAUKEGAN,US,IL,+42.417,-087.867
725347,WAUKEGAN REGIONAL AIRPORT,US,IL,+42.417,-087.867
725348,LEWIS UNIVERSITY,US,IL,+41.600,-088.100
725348,LEWIS UNIVERSITY AIRPORT,US,IL,+41.604,-088.085
725349,DAVENPORT MUNI,US,IA,+41.614,-090.591
725350,SOUTH BEND REGIONAL AIRPORT,US,IN,+41.707,-086.316
725354,ELKHART MUNI,US,IN,+41.717,-086.000
725354,ELKHART MUNICIPAL AIRPORT,US,IN,+41.717,-085.983
725360,TOLEDO EXPRESS AIRPORT,US,OH,+41.589,-083.801
725366,FINDLAY AIRPORT,US,OH,+41.014,-083.669
725370,DETROIT METRO WAYNE COUNTY AIRPORT,US,MI,+42.231,-083.331
725373,GROSSE ILE MUNICIPAL AIRPORT,US,MI,+42.099,-083.161
725373,GROSSE ILE MUNI,US,MI,+42.100,-083.167
725374,ANN ARBOR MUNICIPAL,US,MI,+42.223,-087.746
725374,ANN ARBOR MUNICIPAL ARPT,US,MI,+42.223,-083.744
725375,DETROIT CITY AIRPORT,US,MI,+42.409,-083.010
725376,WILLOW RUN,US,MI,+42.233,-083.517
725376,WILLOW RUN AIRPORT,US,MI,+42.233,-083.533
725377,SELFRIDGE ANGB,US,MI,+42.600,-082.833
725377,SELFRIDGE AIR NATIONAL GUARD BASE,US,MI,+42.608,-082.818
725378,LIVINGSTON COUNTY AIRPORT,US,MI,+42.629,-083.984
725378,LIVINGSTON CO,US,MI,+42.633,-083.983
725379,DETROIT WSFO,US,MI,+42.700,-083.470
725380,WINDSOR AIRPORT,CA,,+42.267,-082.967
725383,KIRSCH MUNI,US,MI,+41.817,-085.439
725383,KIRSCH MUNICIPAL AIRPORT,US,MI,+41.817,-085.433
725384,ST CLAIR COUNTY INTL ARPT,US,MI,+42.911,-082.529
725384,ST CLAIR CO INTL,US,MI,+42.917,-082.533
725385,BELLE ISLE COAST GUARD STATION,US,MI,+42.330,-082.970
725386,PORT HOPE,US,MI,+44.017,-082.783
725386,HARBOR BEACH,US,MI,+44.022,-082.793
725387,COPPER HARBOR,US,MI,+47.467,-087.883
725387,COPPER HARBOR,US,MI,+47.467,-087.883
725390,CAPITAL CITY AIRPORT,US,MI,+42.780,-084.579
725393,PULLMAN,US,MI,+42.467,-086.100
725394,TULIP CITY AIRPORT,US,MI,+42.746,-086.097
725394,TULIP CITY,US,MI,+42.750,-086.100
725395,JAKSON CO-RYNOLDS FLD ARPT,US,MI,+42.267,-084.467
725396,W K KELLOGG,US,MI,+42.300,-085.250
725396,W K KELLOGG AIRPORT,US,MI,+42.308,-085.251
725397,BATH,US,MI,+42.850,-084.480
725400,SPICKARD,US,MO,+40.250,-093.720
725404,LENAWEE CO,US,MI,+41.867,-084.083
725404,ADRIAN LENAWEE COUNTY ARPT,US,MI,+41.868,-084.079
725405,GRATIOT COMMUNITY,US,MI,+43.317,-084.683
725405,GRATIOT COMMUNITY AIRPORT,US,MI,+43.322,-084.688
725406,HURON COUNTY MEMORIAL AIRPORT,US,MI,+43.780,-082.986
725406,HURON CO MEM,US,MI,+43.783,-082.983
725407,OTSEGO COUNTY AIRPORT,US,MI,+45.013,-084.701
725407,GAYLORD RGNL,US,MI,+45.017,-084.700
725408,SCHOOLCRAFT CO,US,MI,+45.967,-086.167
725408,SCHOOLCRAFT COUNTY AIRPORT,US,MI,+45.983,-086.183
725409,HILLSDALE MUNICIPAL,US,MI,+41.921,-084.586
725409,HILLSDALE MUNICIPAL ARPT,US,MI,+41.921,-084.586
725414,BRANCH CO MEM,US,MI,+41.933,-085.050
725414,BRANCH COUNTY MEMO AIRPORT,US,MI,+41.933,-085.053
725415,BROOKS FLD,US,MI,+42.250,-084.950
725415,BROOKS FIELD AIRPORT,US,MI,+42.251,-084.956
725416,ROBEN HOOD,US,MI,+43.717,-085.500
725416,ROBEN-HOOD ARPT,US,MI,+43.717,-085.500
725417,MASON JEWETT FIELD AIRPORT,US,MI,+42.566,-084.433
725417,MASON JEWETT FLD,US,MI,+42.567,-084.417
725418,CUSTER,US,MI,+41.933,-083.433
725418,CUSTER AIRPORT,US,MI,+41.940,-083.435
725420,SE IOWA REGIONAL AIRPORT,US,IA,+40.783,-091.125
725424,MOUNT PLEASANT MUNI,US,MI,+43.617,-084.733
725424,MOUNT PLEASANT MUNI ARPT,US,MI,+43.622,-084.737
725430,GREATER ROCKFORD AIRPORT,US,IL,+42.193,-089.093
725434,POCONO MOUNTAINS MUN,US,PA,+41.133,-075.383
725434,POCONO MTNS MUNI AIRPORT,US,PA,+41.139,-075.379
725440,QUAD CITY INTERNATIONAL AIRPORT,US,IL,+41.465,-090.523
725450,THE EASTERN IOWA AIRPORT,US,IA,+41.883,-091.717
725452,FORT RUCKER(NEXRAD),US,AL,+31.467,-085.467
725453,ATLANTIC MUNI,US,IA,+41.400,-095.050
725453,ATLANTIC MUNICIPAL AIRPORT,US,IA,+41.407,-095.047
725454,WASHINGTON MUNICIPAL ARPT,US,IA,+41.276,-091.673
725454,WASHINGTON MUNI,US,IA,+41.283,-091.667
725455,SOUTHEAST IOWA RGNL,US,IA,+40.783,-091.125
725455,SOUTHEAST IOWA RGNL,US,IA,+40.783,-091.117
725456,KEOKUK MUNI,US,IA,+40.460,-091.428
725456,KEOKUK MUNICIPAL AIRPORT,US,IA,+40.460,-091.428
725457,ALGONA,US,IA,+43.078,-094.272
725457,ALGONA MUNICIPAL AIRPORT,US,IA,+43.078,-094.272
725458,CLARION MUNICIPAL AIRPORT,US,IA,+42.742,-093.759
725458,CLARION MUNI,US,IA,+42.750,-093.767
725459,DES MOINES WSFO,US,IA,+41.730,-093.720
725460,DES MOINES INTERNATIONAL AIRPORT,US,IA,+41.534,-093.653
725461,MARSHALLTOWN MUNICIPAL APT,US,IA,+42.111,-092.916
725461,MARSHALL TOWN MUNI,US,IA,+42.113,-092.918
725462,IOWA CITY MUNICIPAL ARPT,US,IA,+41.633,-091.543
725462,IOWA CITY MUNI,US,IA,+41.639,-091.547
725463,CHARLES CITY MUNICIPAL APT,US,IA,+43.060,-092.672
725463,CHARLES CITY MUNI,US,IA,+43.067,-092.617
725464,NEWTON MUNI,US,IA,+41.667,-093.017
725464,NEWTON MUNICIPAL AIRPORT,US,IA,+41.674,-093.022
725465,OTTUMWA INDUSTRIAL AIRPORT,US,IA,+41.108,-092.447
725466,ANKENY REGIONAL ARP,US,IA,+41.683,-093.550
725466,ANKENY REGIONAL AIRPORT,US,IA,+41.691,-093.566
725467,SHENANDOAH MUNI,US,IA,+40.750,-095.417
725467,SHENANDOAH MUNICIPAL ARPT,US,IA,+40.751,-095.413
725468,ARTHUR N. NEU AIRPORT,US,IA,+42.046,-094.789
725468,ARTHUR N NEU,US,IA,+42.050,-094.783
725469,CHARITON MUNI,US,IA,+41.017,-093.367
725469,CHARITON MUNICIPAL AIRPORT,US,IA,+41.019,-093.359
725470,DUBUQUE REGIONAL AIRPORT,US,IA,+42.398,-090.704
725471,SPOKANE(WFO),US,WA,+47.683,-117.633
725472,AMES MUNICIPAL AIRPORT,US,IA,+41.991,-093.619
725472,AMES MUNI,US,IA,+42.000,-093.617
725473,CLINTON MUNI,US,IA,+41.833,-090.333
725473,CLINTON MUNICIPAL AIRPORT,US,IA,+41.833,-090.333
725474,CRESTON MUNICIPAL AIRPORT,US,IA,+41.007,-094.363
725474,CRESTON MUNI,US,IA,+41.017,-094.367
725475,MONTICELLO RGNL,US,IA,+42.217,-091.167
725475,MONTICELLO REGIONAL ARPT,US,IA,+42.224,-091.166
725476,DECORAH MUNICIPAL AIRPORT,US,IA,+43.275,-091.739
725476,DECORAH MUNI,US,IA,+43.276,-091.739
725477,DENISON MUNICIPAL,US,IA,+41.986,-095.380
725477,DENISON MUNICIPAL AIRPORT,US,IA,+41.986,-095.381
725478,WEBSTER CITY MUNI AIRPORT,US,IA,+42.436,-093.869
725478,WEBSTER CITY MUNI,US,IA,+42.437,-093.869
725479,SCHENCK FLD,US,IA,+40.717,-095.033
725479,SCHENCK FIELD AIRPORT,US,IA,+40.722,-095.026
725480,WATERLOO MUNICIPAL AIRPORT,US,IA,+42.554,-092.401
725481,CEDAR CITY(NEXRAD),US,UT,+37.600,-112.867
725482,MONTGOMERY(NEXRAD),US,AL,+32.533,-085.783
725483,FORT MADISON MUNICIPAL APT,US,IA,+40.659,-091.327
725483,FORT MADISON MUNI,US,IA,+40.667,-091.333
725484,LE MARS MUNICIPAL AIRPORT,US,IA,+42.778,-096.194
725484,LE MARS MUNI,US,IA,+42.783,-096.200
725485,MASON CITY MUNICIPAL ARPT,US,IA,+43.154,-093.327
725486,BOONE MUNICIPAL AIRPORT,US,IA,+42.049,-093.848
725486,BOONE MUNI,US,IA,+42.050,-093.850
725487,MUSCATINE MUNI,US,IA,+41.367,-091.150
725487,MUSCATINE MUNICIPIAL ARPT,US,IA,+41.367,-091.150
725488,OELWEIN MUNICIPAL AIRPORT,US,IA,+42.681,-091.974
725488,OELWEIN MUNI,US,IA,+42.683,-091.967
725489,ORANGE CITY MUNI,US,IA,+42.983,-096.067
725489,ORANGE CITY MUNICIPAL ARPT,US,IA,+42.990,-096.063
725490,FORT DODGE (AWOS),US,IA,+42.550,-094.183
725490,FORT DODGE REGIONAL APRT,US,IA,+42.550,-094.183
725492,HOULTON(NEXRAD),US,ME,+46.033,-067.800
725493,KNOXVILLE,US,IA,+41.299,-093.114
725493,KNOXVILLE MUNICIPAL ARPT,US,IA,+41.299,-093.114
725494,RED OAK MUNICIPAL AIRPORT,US,IA,+41.010,-095.260
725494,RED OAK MUNI,US,IA,+41.017,-095.267
725495,SHELDON MUNICIPAL AIRPORT,US,IA,+43.208,-095.833
725495,SHELDON MUNI,US,IA,+43.217,-095.833
725496,STORM LAKE MUNICIPAL ARPT,US,IA,+42.597,-095.241
725496,STORM LAKE MUNI,US,IA,+42.600,-095.233
725497,COUNCIL BLUFFS MUNI ARPT,US,IA,+41.259,-095.760
725497,COUNCIL BLUFFS MUNI,US,IA,+41.267,-095.767
725498,AUDUBON CO,US,IA,+41.700,-094.917
725498,AUDUBON COUNTY AIRPORT,US,IA,+41.700,-094.917
725499,LAMONI MUNICIPAL AIRPORT,US,IA,+40.631,-093.901
725499,LAMONI MUNI AIRPORT,US,IA,+40.633,-093.900
725500,EPPLEY AIRFIELD AIRPORT,US,NE,+41.310,-095.899
725510,LINCOLN MUNICIPAL AIRPORT,US,NE,+40.851,-096.748
725512,YORK MUNICIPAL AIRPORT,US,NE,+40.894,-097.626
725512,YORK MUNI,US,NE,+40.897,-097.623
725513,ARRA MUNI-AL POTTER FLD AP,US,NE,+40.893,-097.997
725513,AURORA MUNI AL POTT,US,NE,+40.900,-097.983
725514,WEBSTER NAVAL OUTLYING FIELD,US,MD,+38.142,-076.429
725515,BEATRICE MUNI,US,NE,+40.300,-096.750
725515,BEATRICE MUNICIPAL AIRPORT,US,NE,+40.301,-096.754
725520,CENTRAL NEBRASKA REGIONAL AIRPORT,US,NE,+40.961,-098.314
725523,HASTINGS WSO,US,NE,+40.320,-098.440
725524,EVELYN SHARP FLD,US,NE,+41.617,-098.950
725524,EVELYN SHARP FIELD AIRPORT,US,NE,+41.623,-098.948
725525,HASTINGS MUNICIPAL AIRPORT,US,NE,+40.601,-098.426
725525,HASTINGS MUNI,US,NE,+40.605,-098.428
725526,KEARNEY MUNI,US,NE,+40.717,-099.000
725526,KEARNEY MUNICIPAL AIRPORT,US,NE,+40.733,-099.000
725527,TEKAMAH MUNICIPAL AIRPORT,US,NE,+41.764,-096.178
725527,TEKAMAH MUNI,US,NE,+41.767,-096.183
725528,CRAM FLD,US,NE,+41.777,-099.150
725530,OMAHA,US,NE,+41.367,-096.017
725530,OMAHA  NE.,US,,+41.367,-096.017
725532,OMAHA EPPLEY AIRFIELD,US,NE,+41.310,-095.899
725533,BRENNER FIELD AIRPORT,US,NE,+40.080,-095.592
725533,FALLS CITY/BRENNER,US,NE,+40.083,-095.600
725534,FALLS CITY,US,NE,+40.083,-095.600
725540,OFFUTT AFB,US,NE,+41.117,-095.900
725540,OFFUTT AFB AIRPORT,US,NE,+41.117,-095.917
725541,NEBRASKA CITY MUNI,US,NE,+40.600,-095.867
725541,NEBRASKA CITY MUNI AIRPORT,US,NE,+40.606,-095.864
725551,BURWELL MUNI,US,NE,+41.783,-099.150
725555,BROKEN BOW MUNI,US,NE,+41.433,-099.650
725555,BROKEN BOW MUNICIPAL ARPT,US,NE,+41.433,-099.633
725556,AINSWORTH MUNICIPAL ARPT,US,NE,+42.577,-100.001
725556,AINSWORTH MUNICIPAL,US,NE,+42.579,-100.000
725560,KARL STEFAN MEMORIAL AIRPORT,US,NE,+41.986,-097.435
725564,FREMONT MUNI,US,NE,+41.449,-096.520
725564,FREMONT MUNICIPAL AIRPORT,US,NE,+41.449,-096.520
725565,COLUMBUS MUNICIPAL AIRPORT,US,NE,+41.433,-097.350
725565,COLUMBUS MUNI,US,NE,+41.450,-097.333
725566,THE O'NEILL MUNI-JOHN L BAKER FIELD AIRPORT,US,NE,+42.470,-098.688
725566,THE ONEILL MUNI J BA,US,NE,+42.470,-098.688
725570,SIOUX GATEWAY/COL BUD DAY FIELD AP,US,IA,+42.391,-096.379
725580,VALLEY,US,NE,+41.317,-096.350
725610,SIDNEY MUNICIPAL AIRPORT,US,NE,+41.099,-102.986
725610,SIDNEY MUNI (AMOS),US,NE,+41.100,-102.983
725620,"NORTH PLATTE RGNL AP, LEE BIRD FD AP",US,NE,+41.121,-100.669
725621,SEARLE FLD,US,NE,+41.117,-101.767
725621,SEARLE FIELD AIRPORT,US,NE,+41.119,-101.768
725624,JIM KELLY FIELD AIRPORT,US,NE,+40.789,-099.771
725624,JIM KELLY FLD,US,NE,+40.791,-099.777
725625,MCCOOK RGNL,US,NE,+40.200,-100.583
725625,MC COOK MUNICIPAL AIRPORT,US,NE,+40.206,-100.591
725626,IMPERIAL MUNI,US,NE,+40.509,-101.621
725626,IMPERIAL MUNICIPAL AIRPORT,US,NE,+40.510,-101.620
725627,MULLEN / HOOKER COUNTY,US,NE,+42.050,-101.070
725628,BREWSTER FIELD AIRPORT,US,NE,+40.450,-099.339
725628,BREWSTER FLD,US,NE,+40.450,-099.333
725630,SIDNEY MUNICIPAL AP,US,NE,+41.099,-102.986
725630,SIDNEY MUNI,US,NE,+41.100,-102.983
725634,COZAD MUNI,US,NE,+40.869,-100.004
725635,ALLIANCE MUNI,US,NE,+42.050,-102.800
725635,ALLIANCE MUNICIPAL AIRPORT,US,NE,+42.057,-102.802
725636,CHADRON MUNI,US,NE,+42.833,-103.100
725636,CHADRON MUNICIPAL AIRPORT,US,NE,+42.837,-103.098
725637,GORDON MUNI,US,NE,+42.806,-102.175
725640,CHEYENNE AIRPORT,US,WY,+41.150,-104.817
725643,ARLINGTON EXIT I-80,US,WY,+41.583,-106.200
725644,PUMPKIN VINE,US,WY,+41.050,-105.460
725645,LARAMIE REGIONAL AIRPORT,US,WY,+41.317,-105.683
725646,VEDAUWOO,US,WY,+41.150,-105.400
725647,WHITAKER,US,WY,+41.680,-105.450
725648,SIBLEY PEAK,US,WY,+42.433,-105.033
725649,WHEATLAND,US,WY,+41.950,-104.950
725650,DENVER INTERNATIONAL AIRPORT,US,CO,+39.833,-104.658
725655,PUEBLO WSO,US,CO,+38.460,-104.180
725660,WESTERN NE REGIONAL/HEILIG FIELD AP,US,NE,+41.871,-103.593
725665,KIMBALL MUNI R E ARR,US,NE,+41.180,-103.670
725665,KMBAL MUNI/R E ARRAJ FD AP,US,NE,+41.189,-103.671
725670,MILLER FIELD AIRPORT,US,NE,+42.878,-100.550
725671,LOS ANGELES WSFO,US,CA,+34.410,-119.180
725680,DOUGLAS AIRPORT,US,WY,+42.800,-105.383
725681,DOUGLAS,US,WY,+42.750,-105.383
725685,DOUGLAS,US,WY,+42.750,-105.383
725685,DOUGLAS,US,WY,+42.750,-105.380
725686,CONVERSE COUNTY AIRPORT,US,WY,+42.796,-105.380
725686,CONVERSE CO,US,WY,+42.797,-105.386
725690,NATRONA COUNTY INTERNATIONAL AP,US,WY,+42.898,-106.474
725700,CRAIG-MOFFAT AIRPORT,US,CO,+40.493,-107.524
725700,CRAIG-MOFFAT,US,CO,+40.500,-107.533
725705,VERNAL,US,UT,+40.441,-109.510
725705,VERNAL AIRPORT,US,UT,+40.443,-109.513
725706,PRICE/CARBON(RAMOS),US,UT,+39.617,-110.750
725707,VERNAL,US,UT,+40.470,-109.530
725708,ROOSEVELT         &,US,UT,+40.300,-109.983
725710,YAMPA VALLEY AIRPORT,US,CO,+40.481,-107.218
725715,HAYDEN/YAMPA (AWOS),US,CO,+40.481,-107.218
725715,HAYDEN/YAMPA (AWOS),US,CO,+40.483,-107.217
725716,RIFLE AVIATION WEATHER REPORTING,US,CO,+39.530,-107.800
725717,GARFIELD CO REGIONAL ARPT,US,CO,+39.528,-107.720
725717,GARFIELD CO RGNL,US,CO,+39.533,-107.733
725720,SALT LAKE CITY INTERNATIONAL AIRPORT,US,UT,+40.778,-111.969
725723,SALT LAKE CITY,US,UT,+40.783,-111.950
725724,PROVO MUNI,US,UT,+40.219,-111.723
725724,PROVO MUNICIPAL AIRPORT,US,UT,+40.219,-111.723
725725,SALT LAKE CITY WSFO,US,UT,+41.260,-112.450
725740,ROCK SPRINGS ARPT,US,WY,+41.594,-109.053
725741,ROCK SPRINGS ARPT,US,WY,+41.594,-109.053
725743,ROCK SPRINGS VORTAC,US,WY,+41.583,-109.017
725744,RCK SRINGS-SWETWTER CO APT,US,WY,+41.594,-109.053
725745,RAWLINS MUNICIPAL,US,WY,+41.800,-107.200
725745,RAWLINS MUNICIPAL,US,WY,+41.800,-107.200
725750,OGDEN-HINCKLEY AIRPORT,US,UT,+41.196,-112.011
725750,OGDEN-HINCKLEY MUNI,US,UT,+41.200,-112.017
725753,EAGLE RANGE,US,UT,+41.050,-113.070
725755,HILL AFB,US,UT,+41.117,-111.967
725755,HILL AFB AIRPORT,US,UT,+41.117,-111.967
725760,HUNT FIELD AIRPORT,US,WY,+42.815,-108.726
725763,TORRINGTON MUNICIPAL ARPT,US,WY,+42.061,-104.158
725763,TORRINGTON MUNI,US,WY,+42.067,-104.150
725765,RIVERTON REGIONAL,US,WY,+43.064,-108.459
725765,RIVERTON REGIONAL,US,WY,+43.067,-108.467
725775,EVANSTON UINTA CO BU,US,WY,+41.267,-111.033
725775,EVAN-UINTA CO BURNS FLD AP,US,WY,+41.273,-111.031
725776,JACKSON HOLE,US,WY,+43.600,-110.733
725776,JACKSON HOLE AIRPORT,US,WY,+43.600,-110.733
725780,POCATELLO REGIONAL AIRPORT,US,ID,+42.920,-112.571
725784,LOWELL,US,ID,+46.133,-115.600
725784,ELK CITY,US,ID,+46.144,-115.596
725785,IDAHO FALLS REGIONAL ARPT,US,ID,+43.516,-112.067
725786,MALAD CITY AIRPORT,US,ID,+42.149,-112.287
725786,MALAD CITY,US,ID,+42.167,-112.297
725787,STREVELL,US,ID,+42.017,-113.250
725787,STREVELL,US,ID,+42.020,-113.250
725788,MC CALL,US,ID,+44.883,-116.100
725788,MC CALL,US,ID,+44.889,-116.102
725805,DERBY FIELD AIRPORT,US,NV,+40.068,-118.569
725810,WENDOVER AIRPORT,US,UT,+40.721,-114.036
725810,WENDOVER/AF. AUX. F,US,UT,+40.733,-114.033
725811,ALBANY WSFO,US,NY,+42.590,-074.060
725814,DUGWAY PRVG GROUND,US,UT,+40.200,-112.933
725816,DUGWAY PG UTAH/MICHALES AAF,US,UT,+40.183,-112.933
725820,ELKO,US,NV,+40.850,-115.733
725823,ELKO WSO,US,NV,+40.740,-116.800
725824,EUREKA (RAMOS),US,NV,+39.517,-115.967
725824,EUREKA (RAMOS),US,NV,+39.601,-116.006
725825,ELKO REGIONAL AIRPORT,US,NV,+40.829,-115.789
725826,AUSTIN,US,NV,+39.500,-117.080
725827,WILD HORSE RESERVOIR,US,NV,+41.636,-115.801
725827,WILDHORSE RES/ELKO,US,NV,+41.667,-115.783
725830,WINNEMUCCA MUNICIPAL AIRPORT,US,NV,+40.902,-117.808
725835,BATTLE MOUNTAIN,US,NV,+40.600,-116.867
725835,BATTLE MOUNTAIN AIRPORT,US,NV,+40.612,-116.892
725837,SUSANVILLE MUNI,US,CA,+40.376,-120.573
725841,SUSANVILLE MUNI,US,CA,+40.383,-120.567
725845,BLUE CANYON - NYACK ARPT,US,CA,+39.277,-120.710
725846,TRUCKEE-TAHOE,US,CA,+39.320,-120.133
725846,TRUCKEE-TAHOE AIRPORT,US,CA,+39.320,-120.139
725847,LAKE TAHOE,US,CA,+38.883,-120.000
725847,LAKE TAHOE AIRPORT,US,CA,+38.898,-119.995
725848,SHELTER COVE,US,CA,+40.020,-124.070
725849,TAHOE CITY (CGS),US,CA,+39.183,-120.117
725850,HAYWARD EXECUTIVE AIRPORT,US,CA,+37.654,-122.115
725860,GOODING MUNICIPAL,US,ID,+42.917,-114.767
725861,GOODING MUNICIPAL ARPT,US,ID,+42.917,-114.767
725864,MC CALL MUNI,US,ID,+44.883,-116.100
725864,MCCALL MUNICIPAL AIRPORT,US,ID,+44.889,-116.102
725865,FRIEDMAN MEM,US,ID,+43.500,-114.300
725865,FRIEDMAN MEMORIAL AIRPORT,US,ID,+43.500,-114.300
725866,JSIN FLD-MAGIC VLY RGN APT,US,ID,+42.482,-114.487
725866,JOSLIN FLD MAGIC VA,US,ID,+42.483,-114.483
725867,BURLEY MUNICIPAL AIRPORT,US,ID,+42.542,-113.766
725868,ALLEN H TIGERT,US,ID,+42.633,-111.583
725868,ALLEN H TIGERT AIRPORT,US,ID,+42.650,-111.583
725869,MALTA,US,ID,+42.302,-113.335
725869,MALTA,US,ID,+42.320,-113.330
725875,OWYHEE,US,NV,+41.953,-116.188
725891,LAKEVIEW,US,OR,+42.183,-120.350
725895,KLAMATH FALLS AIRPORT,US,OR,+42.147,-121.724
725895,KLAMATH FALLS,US,OR,+42.150,-121.733
725896,LAKEVIEW,US,OR,+42.220,-120.350
725900,FORT BRAGG,US,CA,+39.400,-123.820
725905,UKIAH MUNI,US,CA,+39.117,-123.200
725905,UKIAH MUNICIPAL AIRPORT,US,CA,+39.126,-123.201
725906,BLUNTS REEF COAST GUARD STATION,US,CA,+40.430,-124.500
725910,RED BLUFF MUNICIPAL ARPT,US,CA,+40.152,-122.254
725915,REDDING MUNICIPAL ARPT,US,CA,+40.518,-122.299
725920,REDDING MUNICIPAL AIRPORT,US,CA,+40.518,-122.299
725930,SALINAS MUNICIPAL AIRPORT,US,CA,+36.664,-121.608
725939,COUNCIL BLUFFS,US,IA,+41.267,-095.767
725940,EUREKA,US,CA,+40.800,-124.167
725940,WOODLEY ISLAND (NEW 10/94),US,CA,+40.810,-124.160
725945,ARCATA AIRPORT,US,CA,+40.978,-124.109
725946,JACK MC NAMARA FLD,US,CA,+41.767,-124.233
725946,JACK MCNAMARA FIELD ARPT,US,CA,+41.780,-124.237
725947,SAMOA / HUMBOLDT BAY,US,CA,+40.770,-124.230
725948,TRINIDAD HEAD COAST GUARD LIGHT,US,,+41.050,-124.150
725949,ST GEORGE REEF COAST GUARD LIGHT,US,CA,+41.830,-124.400
725950,ALTURAS,US,CA,+41.500,-120.533
725953,ST GEORGE REEF BUOY,US,CA,+41.833,-124.400
725954,BLUNTS REEF BUOY,US,CA,+40.433,-124.500
725955,SISKIYOU COUNTY AIRPORT,US,CA,+41.781,-122.468
725955,SISKIYOU CO,US,CA,+41.783,-122.467
725956,BURNEY,US,CA,+40.883,-121.667
725956,BURNEY,US,CA,+40.883,-121.667
725957,MOUNT SHASTA,US,CA,+41.317,-122.317
725957,MOUNT SHASTA,US,CA,+41.333,-122.333
725958,ALTURAS MUNI,US,CA,+41.483,-120.567
725958,ALTURAS MUNICIPAL AIRPORT,US,CA,+41.491,-120.564
725959,MONTAGUE,US,CA,+41.733,-122.550
725970,ROGUE VALLEY INTL-MEDFORD AIRPORT,US,OR,+42.381,-122.872
725973,MEDFORD WSO/(MT_ASHLAND),US,OR,+42.080,-122.720
725975,SEXTON SUMMIT,US,OR,+42.600,-123.364
725976,LAKE CO,US,OR,+42.167,-120.400
725976,LAKE COUNTY AIRPORT,US,OR,+42.167,-120.400
725985,BROOKINGS,US,OR,+42.050,-124.280
725985,BROOKINGS,US,OR,+42.074,-124.290
725991,CAPE BLANCO,US,OR,+42.833,-124.567
725995,CAPE BLANCO COAST GUARD STATION,US,OR,+42.830,-124.570
726000,SABLE ISLAND      &,CA,,+43.933,-060.017
726010,SHEARWATER(CAN-MIL),CA,,+44.633,-063.500
726025,WESTERN HEAD (MARS),CA,,+44.633,-063.500
726030,YARMOUTH AIRPORT,CA,,+43.833,-066.083
726035,MOUNT DESSERT (CGS),US,ME,+43.967,-068.133
726036,ROCKLAND LS (CGS),US,ME,+43.833,-068.833
726037,CAPE NEDDICK COAST GUARD LIGHT S,US,,+43.170,-070.600
726040,FRANCONIA  NH,US,,+44.217,-071.750
726050,CONCORD MUNICIPAL AIRPORT,US,NH,+43.195,-071.501
726054,BOSTON / HULL COAST GUARD LIGHT,US,,+42.320,-070.880
726055,PEASE INTERNATIONAL TRADEPORT AIRPORT,US,NH,+43.083,-070.817
726055,PEASE INTL TRADEPOR,US,NH,+43.083,-070.817
726056,SKYHAVEN AIRPORT,US,NH,+43.278,-070.922
726056,SKYHAVEN,US,NH,+43.284,-070.929
726057,BOSTON (LGT-VSL),US,MA,+42.333,-070.767
726058,NEW CASTLES COAST GUARD LIGHT ST,US,,+43.120,-070.480
726059,PORTSMOUTH HARBOR,US,NH,+43.070,-070.720
726060,PORTLAND INTERNATIONAL JETPORT AP,US,ME,+43.650,-070.300
726063,PORTLAND (NEXRAD),US,ME,+43.900,-070.267
726064,SANFORD REGIONAL AIRPORT,US,ME,+43.394,-070.708
726064,SANFORD RGNL,US,ME,+43.400,-070.700
726065,GOAT ISLAND REMOTE AUTOMATIC MET,US,,+43.330,-070.400
726066,HALFWAY ROCK COAST GUARD LIGHT S,US,,+43.650,-070.030
726067,SCITUATE COAST GUARD STATION,US,MA,+42.200,-070.720
726068,RACE POINT COAST GUARD STATION,US,MA,+42.050,-070.180
726069,SANDWICH COAST GUARD STATION,US,MA,+41.780,-070.500
726070,BANGOR INTERNATIONAL ARPT,US,ME,+44.798,-068.819
726070,BANGOR INTL,US,ME,+44.800,-068.817
726071,BANGOR AIRPORT,US,ME,+44.798,-068.819
726073,WATERVILLE R LAFLEUR,US,ME,+44.533,-069.683
726073,WATERVILLE ROBERT LAFLEUR ARPT,US,ME,+44.533,-069.667
726074,GREENVILLE (AMOS),US,ME,+45.450,-069.550
726075,DEWITT FLD OLD TOWN MUNI,US,ME,+44.953,-068.674
726076,HERON NECK COAST GUARD LIGHT STA,US,,+44.030,-068.870
726077,HANCOCK CO BAR HARBO,US,ME,+44.450,-068.367
726077,HANCOCK CO-BAR HARBOR ARPT,US,ME,+44.450,-068.367
726078,EGG ROCK LIGHT STATION,US,ME,+44.350,-068.130
726079,KNOX CO RGNL,US,ME,+44.067,-069.100
726079,KNOX COUNTY REGIONAL ARPT,US,ME,+44.067,-069.100
726080,EASTPORT MUNI,US,ME,+44.910,-067.013
726080,EASTPORT,US,ME,+44.917,-067.000
726083,NORTHERN AROOSTOOK,US,ME,+47.285,-068.313
726083,NRN AROOSTOOK REGIONAL APT,US,ME,+47.286,-068.313
726084,WEST JONESPORT COAST GUARD STATI,US,,+44.530,-067.620
726085,WEST QUODDY HEAD COAST GUARD LIG,US,,+44.800,-066.950
726086,LIBBY ISLAND (CGS),US,ME,+44.567,-067.367
726087,PORTLAND HEAD COAST GUARD LIGHT,US,,+43.620,-070.200
